"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Where do you work ? ","What is your status ?","What is your status ? [Other]","What is your field of activity ?","What is your field of activity ? [Other]","For how long have you been at  CREST ? ","Which physical computer(s) do you use on a daily basis (even as a terminal to access other services) ?  [Desktop computer in your office]","Which physical computer(s) do you use on a daily basis (even as a terminal to access other services) ?  [Work laptop from CREST/research fundings]","Which physical computer(s) do you use on a daily basis (even as a terminal to access other services) ?  [Personal laptop and/or computer]","Which Operating System (OS) do you use ?  [Windows]","Which Operating System (OS) do you use ?  [MacOS]","Which Operating System (OS) do you use ?  [Unix/linux]","Which Operating System (OS) do you use ?  [Other]","Do you still need a dedicated workstation (desktop computer) in your CREST office in the future ?   (IT is planning to progressively remove old desktop computers) ","Could you list the essential software tools required for your research activities, without which you would be unable to work? ","Are you using specific software installed by the GENES (except office software such as Word or Excel) ","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Acrobat Pro]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Anaconda/Python]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [ArcGis]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Asymptote]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [CodeblocksEviews]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Dropbox]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [eViews]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Gauss]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [GCC]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Git CMD]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [GS]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [gsview]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Gurobi]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Inkscape]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [iramuteQ]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Julia]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [LaTeXDraw]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [LaTex/MikTex, TexStudio, TexMaker, LyX ou MacTeX]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Macrobond]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Mathematica]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Matlab]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [MikTex]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [MongoDB]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Notepadd++]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [OneDrive]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Pandoc]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Parallels Desktops]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Perl]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [PostgreSQL]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [QGIS]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [RStudio - RCode - RTools]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [RPgm]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [SAS without JMP plugin]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [SAS with JMP plugin]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Scale2]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Scientific Word]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Spark2]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [STATA]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [StatTransfer]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [SumatraPDF]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Teams]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Teamviewer]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [TexnicCenter]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [TikzEdt]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Tikzit]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [TurningPoint]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [VSCode]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Winedit Team]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [WinMerge]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [WinPython]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Mathematica]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [WolframScript]","Among the software offer by the GENES (installed specifically on the computers), which ones do you use?  There are many software programs; only answer for those you are using  This question is important since the IT team will deactivate unused softwares  [Zotéro]","Do you use other software installed by GENES that are important for you ? ","Do you currently pay for softwares or online services using your research funds ? ","Could you precise the most important ones ? ","Do you currently pay out of your pocket for software/online services for your research activities ? ","Could you precise which ones ? ","Is there any software you would need but that are not currently available ? ","Do you think it is important to organize more training sessions on software and IT offerings, for instance new solutions ? ","Do you have any suggestion ?","Do you perform digital processing that involves data (including simulation data) ? ","What kind of data do you use ? [Numeric]","What kind of data do you use ? [Text]","What kind of data do you use ? [Audio]","What kind of data do you use ? [Video/Image]","What kind of data do you use ? [Other]","On which computers do you perform these data processing tasks/computations ?  [Locally, with my office computer]","On which computers do you perform these data processing tasks/computations ?  [Locally, on my laptop (GENES/CREST or personal)]","On which computers do you perform these data processing tasks/computations ?  [Locally, on a dedicated computer]","On which computers do you perform these data processing tasks/computations ?  [With GENES servers]","On which computers do you perform these data processing tasks/computations ?  [With server outside GENES infrastructure]","Could you precise which servers ?","Do you have access to sufficient resources to perform your data processing tasks ? ","Could you precise why ?","What is the typical size of the datasets you usually handle (excluding exceptional cases)?  (Please provide an approximate order of magnitude) ","Where do you currently store your data ?  [Locally, with my office computer]","Where do you currently store your data ?  [Locally, on my laptop (GENES/CREST or personal)]","Where do you currently store your data ?  [Locally, on a dedicated computer]","Where do you currently store your data ?  [With the ABRA server in GENES]","Where do you currently store your data ?  [With other GENES servers (than ABRA)]","Where do you currently store your data ?  [With the CASD outside GENES]","Where do you currently store your data ?  [With other servers outside GENES]","Could you precise where ?","Regarding data storage, do you think you have enough space for now and the near future ? ","Could you please specify your needs by detailing the current limitations? ","Do you currently produce data through experimentation ? ","You can contact the economic lab ipel.experience@polytechnique.fr or directly claire.ecotiere@ensae.fr for more information ","Are you using the ABRA (known also as SRVSTO) server ? ","Have you heard about the GENES datalab and Onyxia ? ","You can get more information on the Onyxia datalab here https://onyxia.lab.groupe-genes.fr/.  A video of presentation : https://genes.sharepoint.com/:v:/s/DSIT/ETrZPsGU879JgC6mCg2i6kIB3ay6332lYN9n0TNvK4RLDw?e=wanzBV.  You can also contact DSIT at alexis.guyot@groupe-genes.fr | Salle 3080 ","Are you using one or several programming langages in your research (except description langages as LateX) [R]","Are you using one or several programming langages in your research (except description langages as LateX) [Python]","Are you using one or several programming langages in your research (except description langages as LateX) [Matlab]","Are you using one or several programming langages in your research (except description langages as LateX) [Stata]","Are you using one or several programming langages in your research (except description langages as LateX) [Sas]","Are you using one or several programming langages in your research (except description langages as LateX) [Julia]","Are you using one or several programming langages in your research (except description langages as LateX) [Other]","In general, would you like more information about the laboratory's digital services ? ","The issues of reproducibility of computational results are increasingly discussed within scientific communities.   Which statement best describes your experience : ","Generative AI-based services (such as ChatGPT, Claude, etc.) are increasingly being developed. Do you currently use such services for your research? ","For what kind of uses ?","Which solution are you using ? ","Which statement best describes your experience with the increasing adoption of open source and free software solutions in laboratories ? ","In your opinion, will your digital practices evolve in the future, and if so, how? (e.g., infrastructure needs, etc.) ","This is the end of the survey.  Do you have any elements you would like us to know regarding software and computational practices at CREST ? ","Total time","Group time: Your situation","Question time: G02Q02","Question time: G01Q04","Question time: G01Q05","Question time: G01Q06","Question time: G01Q07","Question time: G01Q08","Question time: G01Q43","Group time: Software practices","Question time: G02Q09","Question time: Q00","Question time: G02Q10","Question time: G02Q11","Question time: G02Q12","Question time: G02Q13","Question time: G02Q14","Question time: G02Q15","Question time: G02Q16","Question time: G02Q17","Question time: G02Q18","Group time: Computational practices","Question time: G03Q19","Question time: G03Q20","Question time: G03Q21","Question time: G03Q22","Question time: G03Q23","Question time: G03Q24","Question time: G03Q25","Question time: G03Q26","Question time: G03Q27","Question time: G03Q28","Question time: G03Q29","Question time: G03Q30","Question time: G03Q31","Question time: G03Q32","Question time: G03Q33","Question time: G03Q34","Question time: G03Q44","Question time: G03Q35","Group time: Opening questions","Question time: G04Q36","Question time: G04Q37","Question time: G04Q38","Question time: G04Q42","Question time: G04Q43","Question time: G04Q44","Question time: G04Q45"
"1","","1","en","1620213016","2024-07-09 07:38:32","2024-07-09 07:39:05","ENSAE","Faculty","","Sociology","","Between 1 and 5 years","No","Yes","No","No","No","Yes","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","N/A","","","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","","33.91","33.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2024-07-09 07:43:28","4","en","4156259","2024-07-09 07:38:53","2024-07-09 07:43:28","ENSAE","Faculty","","Economics","","More than 10 years","No","Yes","No","Yes","No","No","","No","R, STATA, Python, Winedt, Office 365","Yes","","Multiple times per day","","","","Multiple times per day","","","","A few times per month","","","","","","","","","","A few times per month","","Multiple times per day","","","","","","","","","Multiple times per day","","","","","","","Multiple times per day","","","","","","","","","","Multiple times per day","","","A few times per month","","","","No","","No","","","No","","Yes","No","Yes","No","No","","No","Yes","No","No","No","","Yes","","Approximately 1 Go","Yes","No","No","No","No","Yes","No","","Yes","","Yes, sometimes","","No, never","Yes, and I tried it at least once","","Yes","Yes","Yes","Yes","No","No","","Yes","These are important issues in your activity","Yes, sometime","editing english, code","You use only free access solutions","You are actively involved in this trend","","","275.74","38.33","","","","","","","","117.41","","","","","","","","","","","","77.22","","","","","","","","","","","","","","","","","","","42.78","","","","","","",""
"3","2024-07-09 07:47:26","4","en","1465000634","2024-07-09 07:39:10","2024-07-09 07:47:26","ENSAE","Phd student","","Economics","","Between 1 and 5 years","No","No","Yes","Yes","No","No","","No","Matlab, Stata, Mathematica, Arcgis, and Spss.

And Chrome :)","You don't know","","","","","","Multiple times per day","","","","","","","","","","A few times per month","Multiple times per day","Multiple times per day","","Multiple times per day","Multiple times per day","","","","Multiple times per day","","","","","A few times per month","","","","","","","","Multiple times per day","","","","","","","","","Multiple times per day","","","","Multiple times per day","Multiple times per day","","","Yes","CEIC database and Bloomberg.","Yes","","Bloomberg!","No","","Yes","Yes","No","No","No","","No","Yes","No","No","No","","No","Our department bought almost no database","Less than 1 Go","No","Yes","No","No","No","No","No","","Yes","","No, it is not my methodology","","Never heard of it","Yes, I heard about it but never used","","No","Yes","Yes","Yes","No","Yes","","Yes","You have encountered these issues in your activity","Yes, a lot","","You have one (or many) personal subscription","You are not actively using them, but you are interested in this trend","","Could CREST offer VPN service?

There is a VPN service from X, but many databases we have access to are based under the name of ENSAE...","496.89","42.15","","","","","","","","198.89","","","","","","","","","","","","124.31","","","","","","","","","","","","","","","","","","","131.54","","","","","","",""
"4","2024-07-09 07:51:59","4","en","1018569632","2024-07-09 07:39:40","2024-07-09 07:51:59","ENSAE","Faculty","","Economics","","Between 5 and 10 years","Yes","No","No","Yes","No","No","","Yes","TekMaker
R
Matlab
Python
Gurobi","You don't know","Multiple times per day","A few times per month","","","","Multiple times per day","","","","","","","A few times per week","","","","","Multiple times per day","","","Multiple times per day","Multiple times per day","","Multiple times per day","","","","","","","Multiple times per day","","","","","","","","","","A few times per week","","","","","","","","","","","","A few times per month","","No","","No","","","No","","Yes","Yes","Yes","No","No","","Yes","Yes","No","Yes","No","","Yes","","Approximately 1 Go","Yes","Yes","No","Yes","Yes","No","No","","Yes","","No, but I plan at some time in the future to do it","","Never heard of it","Yes, I heard about it but never used","","Yes","Yes","Yes","No","No","No","","Yes","These are distant or non-existent issues in your activity","Yes, sometime","Boring simple tasks (create tikz code, format text...) + a bit a coding help","You use only free access solutions","You are not actively using them, but you are interested in this trend","CASD is very expensive and many data providers to not require that much security. An in-home solution of storage with a local controlled access would be sufficient for many storage of simple dataset which require a minimum level of GDPR security and it would save a lot of research funds to not use CASD for them.","I'm not sure what are ABRA servers, if you mean the clusters (tortank...etc) then I use them yes. They are very convenient and easy to use I think keeping them updated and improving them would be useful (adding a local storage option to replace CASD as mentioned would be nice). Now, I have the impression that not all of them are fully updated with all softwares, a few colleagues have been directed toward the cluster number 6 because Python is not updated on the other clusters. This is problematic because then everybody starts to use the same server and it becomes slow. Maintaining up to date all the HPC is important.","739.47","37.9","","","","","","","","168.55","","","","","","","","","","","","125.17","","","","","","","","","","","","","","","","","","","407.85","","","","","","",""
"5","2024-07-09 07:45:40","4","en","271920654","2024-07-09 07:40:04","2024-07-09 07:45:40","ENSAE","Phd student","","Statistics","","Less than 1 year","No","No","Yes","Yes","No","No","","Yes","","No","","A few times per month","","","","","","","","","","","","","","","Multiple times per day","Multiple times per day","","","","","","A few times per week","","","","","","","","","","","","","","","","","","","","A few times per month","A few times per month","","","","","","","","","","No","","No","","","No","","No","N/A","N/A","N/A","N/A","","No","No","No","No","No","","Yes","","You don't know","Yes","Yes","No","No","No","No","No","","Yes","","No, but I plan at some time in the future to do it","","No, never","No, not at all","","No","Yes","No","No","No","No","","Yes","These are distant or non-existent issues in your activity","No","","You use only free access solutions","You are actively involved in this trend","","","336.04","56.76","","","","","","","","98.73","","","","","","","","","","","","116.97","","","","","","","","","","","","","","","","","","","63.58","","","","","","",""
"6","2024-07-09 07:51:26","4","en","1678461381","2024-07-09 07:40:52","2024-07-09 07:51:26","ENSAE","Faculty","","Economics","","Less than 1 year","No","Yes","No","No","Yes","No","","Yes","Python, Stata, r, matlab, windows office","Yes","A few times per month","A few times per week","","","","Multiple times per day","","","","","","","","","","","","A few times per month","","","Less than once a month","","","Less than once a month","","","","","","","Less than once a month","","","","","","","A few times per month","","","Less than once a month","","","","","","A few times per week","","","","","","","","No","","Yes","Mentimeter","","Yes","If not a training, at least information on available software. Maybe short training on a few depending on the demand. ","Yes","Yes","Yes","No","No","","No","Yes","No","Yes","No","","Yes","","Approximately 1 Go","No","Yes","No","No","No","No","No","","Yes","","No, it is not my methodology","","Never heard of it","No, not at all","","Yes","Yes","Yes","Yes","No","No","","Yes","You have encountered these issues in your activity","No","","You use only free access solutions","You are not familiar with this trend","","","952.43","46.68","","","","","","","","768.96","","","","","","","","","","","","76.06","","","","","","","","","","","","","","","","","","","60.73","","","","","","",""
"7","2024-07-09 07:47:03","4","en","2143745846","2024-07-09 07:42:10","2024-07-09 07:47:03","ENSAE","Other","Research engineer","Other","Data","Less than 1 year","Yes","Yes","No","No","Yes","Yes","","Yes","Python","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","No me but the PI of my team : Prodigy, Chatgpt","Yes","Google Colab Mendeley Github","","Yes","No, maybe the new software installed","Yes","Yes","Yes","No","Yes","","Yes","Yes","No","Yes","Yes","Onyxia INSEE ; Google Colab ; Humanum","Yes","","Approximately 1 Go","No","Yes","No","No","Yes","No","Yes","Dropbox","Yes","","No, it is not my methodology","","Never heard of it","Yes, and I use it for my research","","No","Yes","No","No","No","No","","Yes","These are important issues in your activity","Yes, a lot","Programming ; writing","You have a professional subscription","You are actively involved in this trend","I will need more GPU","It's Emilien","292.09","26.9","","","","","","","","125.97","","","","","","","","","","","","84.59","","","","","","","","","","","","","","","","","","","54.63","","","","","","",""
"8","","0","en","424795751","2024-07-09 07:42:13","2024-07-09 07:43:04","","","","","","","No","No","No","No","No","No","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","N/A","","","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","","","","","","","51.66","51.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","2024-07-09 07:55:55","4","en","1635075255","2024-07-09 07:42:14","2024-07-09 07:55:55","ENSAI","Faculty","","Statistics","","More than 10 years","No","Yes","Yes","Yes","No","No","","No","","No","Multiple times per day","Less than once a month","","","","Multiple times per day","","","","A few times per month","","A few times per month","","","","","","Multiple times per day","","","","Multiple times per day","","","A few times per month","","","","","","","","","","","","","","","","A few times per week","","","","","","","","","","","","","","No","","No","","","Yes","","Yes","Yes","No","No","No","","No","Yes","No","Yes","No","","Yes","","Less than 1 Go","No","Yes","No","No","No","No","Yes","Dropbox
Google","No","More memory for Genes/CREST laptops is needed (250Go is not sufficient; is what I got :-( )
The space on the Genes Dropbox is sufficient","No, it is not my methodology","","No, never","Yes, and I tried it at least once","","Yes","Yes","No","No","No","No","","Yes","You have encountered these issues in your activity","No","","You use only free access solutions","You are not actively using them, but you are interested in this trend","Computational power would be crucial. 
User friendly interfaces offering access to computational resources are necessary. 
Updated versions of software are required. ","Stop providing laptops which are remotely controlled by DSI!
This is the rule imposed at Ensai.
It's a huge waste of time for the researchers, counter-productive. 
Explain again and again to Ensai DSI that researchers at Ensai do not have the same needs like the admin staff. 


","869.33","98.1","","","","","","","","104.86","","","","","","","","","","","","266.4","","","","","","","","","","","","","","","","","","","399.97","","","","","","",""
"10","2024-07-09 07:53:10","4","en","1209256415","2024-07-09 07:43:05","2024-07-09 07:53:10","ENSAE","Faculty","","Sociology","","More than 10 years","Yes","Yes","No","Yes","No","No","","Yes","StatTransfer, Stata, R, Windows Package (Word, Excel, PPoint, etc.), GDrive, Dropbox, Zoom","Yes","Multiple times per day","","","","","Multiple times per day","","","","","","","","","","","","","","","","","","","A few times per month","","","","","","A few times per month","","","A few times per month","","","","Multiple times per day","A few times per month","","A few times per week","","","","","","","","","","","","A few times per week","","Yes","Latent Gold & MPlus","Yes","GDrive, Notabene","","No","","No","N/A","N/A","N/A","N/A","","Yes","Yes","No","No","No","","Yes","","Approximately 1 Go","Yes","Yes","No","No","No","No","No","","Yes","","No, but I plan at some time in the future to do it","","No, never","Yes, I heard about it but never used","","Yes","No","No","Yes","Yes","No","Latent Gold","No","These are important issues in your activity","Yes, sometime","Summarize articles, draft text","You use only free access solutions","You are not actively using them, but you are interested in this trend","","","603.93","40.6","","","","","","","","374.66","","","","","","","","","","","","106.08","","","","","","","","","","","","","","","","","","","82.59","","","","","","",""
"11","2024-07-09 07:50:42","4","en","1892381397","2024-07-09 07:43:18","2024-07-09 07:50:42","ENSAE","Phd student","","Economics","","Between 1 and 5 years","Yes","No","Yes","Yes","Yes","No","","Yes","Microsoft Office, Overleaf, Dropbox, R, Python, Adobe","Yes","Multiple times per day","A few times per week","Less than once a month","Less than once a month","Less than once a month","Multiple times per day","Less than once a month","Less than once a month","Less than once a month","A few times per week","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","A few times per month","Less than once a month","A few times per month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Multiple times per day","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","A few times per week","Less than once a month","Less than once a month","Multiple times per day","Less than once a month","Less than once a month","Less than once a month","Less than once a month","Less than once a month","A few times per week","Less than once a month","Less than once a month","Less than once a month","A few times per month","A few times per month","A few times per week","","No","","Yes","Dropbox","","Yes","It would be great to have a mandatory course for Git, for all researchers","Yes","Yes","Yes","No","No","","No","Yes","No","No","Yes","CASD server","Yes","","Less than 1 Go","No","Yes","No","No","No","Yes","No","","Yes","","No, it is not my methodology","","Never heard of it","Yes, and I tried it at least once","","Yes","Yes","No","Yes","No","No","","Yes","You have encountered these issues in your activity","Yes, a lot","To help me write my code","You use only free access solutions","You are not familiar with this trend","","Thank you for this survey","443.97","58.62","","","","","","","","250.71","","","","","","","","","","","","80.32","","","","","","","","","","","","","","","","","","","54.32","","","","","","",""
